face_index,ground_truth_id,ground_truth_label,A_pred,A_confidence,A_pStock,A_pThread,A_pText,B_pred,B_confidence,B_pStock,B_pThread,B_pText,C_pred,C_confidence,C_pStock,C_pThread,C_pText,D_pred,D_confidence,D_pStock,D_pThread,D_pText,FrozenLast_pred,FrozenLast_confidence,FrozenLast_pStock,FrozenLast_pThread,FrozenLast_pText,FrozenBestV3_pred,FrozenBestV3_confidence,FrozenBestV3_pStock,FrozenBestV3_pThread,FrozenBestV3_pText,Scratch70K_pred,Scratch70K_confidence,Scratch70K_pStock,Scratch70K_pThread,Scratch70K_pText
445,0,Stock,Stock,0.99867672,0.99867672,0.00001919,0.00130413,Stock,0.99987924,0.99987924,0.00003897,0.00008172,Stock,1.00000000,1.00000000,0.00000002,0.00000000,Stock,0.99961424,0.99961424,0.00001017,0.00037561,Stock,0.99936146,0.99936146,0.00001914,0.00061939,Stock,0.99964511,0.99964511,0.00000329,0.00035148,Stock,0.99999988,0.99999988,0.00000010,0.00000000
446,0,Stock,Stock,0.99815041,0.99815041,0.00002423,0.00182532,Stock,0.99973899,0.99973899,0.00013072,0.00013032,Stock,0.99999249,0.99999249,0.00000634,0.00000120,Stock,0.99972612,0.99972612,0.00000383,0.00027001,Stock,0.99965692,0.99965692,0.00000413,0.00033897,Stock,0.99966991,0.99966991,0.00000275,0.00032731,Stock,0.99999976,0.99999976,0.00000019,0.00000000
447,0,Stock,Stock,0.99813312,0.99813312,0.00002450,0.00184243,Stock,0.99974102,0.99974102,0.00013034,0.00012857,Stock,0.99999225,0.99999225,0.00000650,0.00000124,Stock,0.99972612,0.99972612,0.00000383,0.00027001,Stock,0.99960357,0.99960357,0.00000546,0.00039102,Stock,0.99966800,0.99966800,0.00000280,0.00032922,Stock,0.99999988,0.99999988,0.00000014,0.00000000
448,0,Stock,Stock,0.99805236,0.99805236,0.00002569,0.00192201,Stock,0.99974316,0.99974316,0.00012996,0.00012694,Stock,0.99999177,0.99999177,0.00000688,0.00000135,Stock,0.99972612,0.99972612,0.00000383,0.00027001,Stock,0.99958819,0.99958819,0.00000585,0.00040593,Stock,0.99966609,0.99966609,0.00000287,0.00033109,Stock,0.99999988,0.99999988,0.00000012,0.00000000
449,0,Stock,Stock,0.99907768,0.99907768,0.00001157,0.00091078,Stock,0.99988139,0.99988139,0.00004933,0.00006922,Stock,1.00000000,1.00000000,0.00000003,0.00000000,Stock,0.99969709,0.99969709,0.00000647,0.00029648,Stock,0.99947375,0.99947375,0.00000252,0.00052381,Stock,0.99955362,0.99955362,0.00000194,0.00044443,Stock,0.99999988,0.99999988,0.00000008,0.00000000
450,0,Stock,Stock,0.99745268,0.99745268,0.00001753,0.00252981,Stock,0.99982208,0.99982208,0.00006322,0.00011478,Stock,0.99999940,0.99999940,0.00000053,0.00000011,Stock,0.99884987,0.99884987,0.00003388,0.00111624,Stock,0.99935800,0.99935800,0.00001648,0.00062555,Stock,0.99918550,0.99918550,0.00003193,0.00078253,Stock,0.99999309,0.99999309,0.00000581,0.00000107
451,0,Stock,Stock,0.99964607,0.99964607,0.00000534,0.00034853,Stock,0.99979872,0.99979872,0.00006627,0.00013501,Stock,0.99997628,0.99997628,0.00001293,0.00001082,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99965739,0.99965739,0.00000270,0.00033986,Stock,0.99956399,0.99956399,0.00000244,0.00043359,Stock,0.99999619,0.99999619,0.00000374,0.00000012
452,0,Stock,Stock,0.99964333,0.99964333,0.00000539,0.00035130,Stock,0.99979776,0.99979776,0.00006646,0.00013571,Stock,0.99997628,0.99997628,0.00001293,0.00001082,Stock,0.99967539,0.99967539,0.00000490,0.00031969,Stock,0.99959451,0.99959451,0.00000250,0.00040297,Stock,0.99956363,0.99956363,0.00000244,0.00043391,Stock,0.99999619,0.99999619,0.00000364,0.00000011
453,0,Stock,Stock,0.99806148,0.99806148,0.00004668,0.00189182,Stock,0.99940312,0.99940312,0.00011655,0.00048034,Stock,0.99994230,0.99994230,0.00002510,0.00003257,Stock,0.99927336,0.99927336,0.00001926,0.00070739,Stock,0.99966538,0.99966538,0.00002660,0.00030805,Stock,0.99943560,0.99943560,0.00004590,0.00051851,Stock,0.99999189,0.99999189,0.00000742,0.00000076
454,0,Stock,Stock,0.99916494,0.99916494,0.00001938,0.00081561,Stock,0.99967039,0.99967039,0.00009906,0.00023062,Stock,0.99994373,0.99994373,0.00002454,0.00003173,Stock,0.99961543,0.99961543,0.00000600,0.00037855,Stock,0.99950981,0.99950981,0.00001828,0.00047195,Stock,0.99963975,0.99963975,0.00001823,0.00034200,Stock,0.99999261,0.99999261,0.00000683,0.00000062
455,0,Stock,Stock,0.99808121,0.99808121,0.00004709,0.00187165,Stock,0.99940288,0.99940288,0.00011690,0.00048028,Stock,0.99994230,0.99994230,0.00002510,0.00003257,Stock,0.99926692,0.99926692,0.00002151,0.00071153,Stock,0.99966395,0.99966395,0.00002706,0.00030901,Stock,0.99943560,0.99943560,0.00004590,0.00051851,Stock,0.99999189,0.99999189,0.00000736,0.00000075
456,0,Stock,Stock,0.99808526,0.99808526,0.00004724,0.00186758,Stock,0.99940205,0.99940205,0.00011788,0.00048009,Stock,0.99994230,0.99994230,0.00002510,0.00003257,Stock,0.99926502,0.99926502,0.00002228,0.00071272,Stock,0.99966359,0.99966359,0.00002717,0.00030927,Stock,0.99943560,0.99943560,0.00004590,0.00051851,Stock,0.99999189,0.99999189,0.00000735,0.00000075
457,0,Stock,Stock,0.99808586,0.99808586,0.00004727,0.00186693,Stock,0.99940038,0.99940038,0.00011984,0.00047972,Stock,0.99994230,0.99994230,0.00002510,0.00003257,Stock,0.99926513,0.99926513,0.00002213,0.00071276,Stock,0.99966466,0.99966466,0.00002675,0.00030864,Stock,0.99943560,0.99943560,0.00004590,0.00051851,Stock,0.99999189,0.99999189,0.00000737,0.00000075
458,0,Stock,Stock,0.99807608,0.99807608,0.00004696,0.00187693,Stock,0.99938858,0.99938858,0.00013424,0.00047719,Stock,0.99994230,0.99994230,0.00002510,0.00003257,Stock,0.99927503,0.99927503,0.00001933,0.00070566,Stock,0.99966133,0.99966133,0.00002538,0.00031329,Stock,0.99943560,0.99943560,0.00004590,0.00051851,Stock,0.99999189,0.99999189,0.00000744,0.00000077
459,0,Stock,Stock,0.99471503,0.99471503,0.00040511,0.00487993,Stock,0.99943036,0.99943036,0.00015768,0.00041197,Stock,0.99996114,0.99996114,0.00001151,0.00002731,Stock,0.99442601,0.99442601,0.00059652,0.00497746,Stock,0.99874395,0.99874395,0.00042311,0.00083296,Stock,0.99888569,0.99888569,0.00029232,0.00082195,Stock,0.99998522,0.99998522,0.00001071,0.00000403
460,0,Stock,Stock,0.95758921,0.95758921,0.02788997,0.01452081,Stock,0.99849701,0.99849701,0.00057235,0.00093066,Stock,0.99957114,0.99957114,0.00024847,0.00018041,Stock,0.99538088,0.99538088,0.00210063,0.00251848,Stock,0.99984276,0.99984276,0.00008330,0.00007393,Stock,0.99992454,0.99992454,0.00003690,0.00003855,Stock,0.99914312,0.99914312,0.00074605,0.00011080
461,0,Stock,Stock,0.97410482,0.97410482,0.01810135,0.00779373,Stock,0.99911124,0.99911124,0.00017385,0.00071491,Stock,0.99983215,0.99983215,0.00006947,0.00009836,Stock,0.99506527,0.99506527,0.00126010,0.00367463,Stock,0.99894744,0.99894744,0.00039739,0.00065524,Stock,0.99858439,0.99858439,0.00052076,0.00089485,Stock,0.99992609,0.99992609,0.00005104,0.00002283
462,0,Stock,Stock,0.80542934,0.80542934,0.14743042,0.04714017,Thread,0.94522148,0.05022154,0.94522148,0.00455692,Stock,0.55754894,0.55754894,0.44078356,0.00166740,Stock,0.98270756,0.98270756,0.01369273,0.00359978,Stock,0.99279720,0.99279720,0.00620292,0.00099997,Stock,0.99484324,0.99484324,0.00364766,0.00150906,Thread,0.79207939,0.20652020,0.79207939,0.00140040
463,0,Stock,Stock,0.99494815,0.99494815,0.00021792,0.00483391,Stock,0.99895394,0.99895394,0.00030824,0.00073785,Stock,0.99987090,0.99987090,0.00004482,0.00008422,Stock,0.99523491,0.99523491,0.00082539,0.00393973,Stock,0.99881542,0.99881542,0.00012016,0.00106452,Stock,0.99884415,0.99884415,0.00016772,0.00098804,Stock,0.99975532,0.99975532,0.00019574,0.00004902
464,0,Stock,Stock,0.91990989,0.91990989,0.06977030,0.01031972,Stock,0.99764061,0.99764061,0.00135748,0.00100194,Stock,0.99971265,0.99971265,0.00013775,0.00014954,Stock,0.99189138,0.99189138,0.00401820,0.00409031,Stock,0.99794322,0.99794322,0.00113435,0.00092247,Stock,0.99794918,0.99794918,0.00115601,0.00089480,Stock,0.99874169,0.99874169,0.00115565,0.00010271
465,0,Stock,Stock,0.83433187,0.83433187,0.14333126,0.02233685,Thread,0.98136318,0.01635575,0.98136318,0.00228102,Thread,0.59022903,0.40836191,0.59022903,0.00140905,Stock,0.98441005,0.98441005,0.01243065,0.00315935,Stock,0.98298174,0.98298174,0.01551863,0.00149968,Stock,0.99043417,0.99043417,0.00828216,0.00128367,Thread,0.82076836,0.17853338,0.82076836,0.00069831
466,0,Stock,Stock,0.96834910,0.96834910,0.01473829,0.01691252,Stock,0.99881494,0.99881494,0.00037240,0.00081263,Stock,0.99980670,0.99980670,0.00006435,0.00012897,Stock,0.99238867,0.99238867,0.00248522,0.00512609,Stock,0.99990463,0.99990463,0.00005876,0.00003662,Stock,0.99977762,0.99977762,0.00008160,0.00014080,Stock,0.99973077,0.99973077,0.00023443,0.00003479
467,0,Stock,Stock,0.95299298,0.95299298,0.03457786,0.01242913,Stock,0.99917245,0.99917245,0.00022325,0.00060435,Stock,0.99990249,0.99990249,0.00003989,0.00005754,Stock,0.99123096,0.99123096,0.00209728,0.00667180,Stock,0.99778253,0.99778253,0.00030817,0.00190934,Stock,0.99801517,0.99801517,0.00028926,0.00169557,Stock,0.99997079,0.99997079,0.00002527,0.00000394
468,0,Stock,Stock,0.82547808,0.82547808,0.15233880,0.02218317,Thread,0.98413128,0.01404148,0.98413128,0.00182718,Thread,0.74232084,0.25663966,0.74232084,0.00103951,Stock,0.98799676,0.98799676,0.00904611,0.00295716,Stock,0.99453777,0.99453777,0.00376950,0.00169281,Stock,0.99509346,0.99509346,0.00329157,0.00161495,Stock,0.53944725,0.53944725,0.45913342,0.00141931
469,0,Stock,Stock,0.86374354,0.86374354,0.12241882,0.01383767,Thread,0.75436187,0.22822392,0.75436187,0.01741417,Thread,0.62161392,0.37711754,0.62161392,0.00126853,Stock,0.98533440,0.98533440,0.01050042,0.00416519,Stock,0.99506700,0.99506700,0.00426239,0.00067058,Stock,0.99593449,0.99593449,0.00332613,0.00073924,Thread,0.60377300,0.39436564,0.60377300,0.00186139
470,0,Stock,Stock,0.98012996,0.98012996,0.00928257,0.01058749,Stock,0.99836951,0.99836951,0.00054858,0.00108194,Stock,0.99983561,0.99983561,0.00006446,0.00009992,Stock,0.99411964,0.99411964,0.00194112,0.00393927,Stock,0.99889416,0.99889416,0.00036083,0.00074508,Stock,0.99885154,0.99885154,0.00039757,0.00075089,Stock,0.99933547,0.99933547,0.00055559,0.00010886
471,0,Stock,Stock,0.96419740,0.96419740,0.01556022,0.02024248,Stock,0.99869812,0.99869812,0.00023894,0.00106290,Stock,0.99991298,0.99991298,0.00003006,0.00005698,Stock,0.99846435,0.99846435,0.00013998,0.00139573,Stock,0.99988174,0.99988174,0.00002562,0.00009263,Stock,0.99983656,0.99983656,0.00005193,0.00011149,Stock,0.99984205,0.99984205,0.00011484,0.00004315
472,0,Stock,Stock,0.98566520,0.98566520,0.00035954,0.01397529,Stock,0.99897504,0.99897504,0.00044090,0.00058408,Stock,0.99996662,0.99996662,0.00001133,0.00002211,Stock,0.99624193,0.99624193,0.00023881,0.00351926,Stock,0.99926144,0.99926144,0.00002067,0.00071786,Stock,0.99921668,0.99921668,0.00001988,0.00076343,Stock,0.99995315,0.99995315,0.00003722,0.00000961
473,0,Stock,Stock,0.80682725,0.80682725,0.14276762,0.05040511,Thread,0.98212081,0.01566016,0.98212081,0.00221906,Thread,0.79679465,0.20229211,0.79679465,0.00091321,Stock,0.98441088,0.98441088,0.01200549,0.00358365,Stock,0.99056399,0.99056399,0.00814474,0.00129124,Stock,0.99480283,0.99480283,0.00355680,0.00164038,Thread,0.82333797,0.17593230,0.82333797,0.00072975
474,0,Stock,Stock,0.82687181,0.82687181,0.10429821,0.06882999,Thread,0.89070708,0.10025965,0.89070708,0.00903334,Thread,0.59450281,0.40420577,0.59450281,0.00129140,Stock,0.96345729,0.96345729,0.02470363,0.01183905,Stock,0.98452246,0.98452246,0.01195244,0.00352499,Stock,0.98457527,0.98457527,0.01178456,0.00364018,Thread,0.75249535,0.24580619,0.75249535,0.00169842
475,0,Stock,Stock,0.99660730,0.99660730,0.00014493,0.00324782,Stock,0.99838781,0.99838781,0.00034294,0.00126928,Stock,0.99993145,0.99993145,0.00002178,0.00004673,Stock,0.99453485,0.99453485,0.00042917,0.00503601,Stock,0.99806160,0.99806160,0.00015239,0.00178600,Stock,0.99870431,0.99870431,0.00020216,0.00109348,Stock,0.99892515,0.99892515,0.00078538,0.00028943
476,0,Stock,Stock,0.97392231,0.97392231,0.01926146,0.00681630,Stock,0.99746192,0.99746192,0.00088014,0.00165797,Stock,0.99973434,0.99973434,0.00011988,0.00014577,Stock,0.99228680,0.99228680,0.00387867,0.00383447,Stock,0.99892539,0.99892539,0.00035030,0.00072425,Stock,0.99922144,0.99922144,0.00022019,0.00055834,Stock,0.99907124,0.99907124,0.00081116,0.00011755
477,0,Stock,Stock,0.86175537,0.86175537,0.00034112,0.13790347,Stock,0.98722202,0.98722202,0.00089676,0.01188126,Stock,0.99981004,0.99981004,0.00003810,0.00015179,Stock,0.96226108,0.96226108,0.00074893,0.03698994,Stock,0.99566299,0.99566299,0.00081738,0.00351954,Stock,0.99320704,0.99320704,0.00124106,0.00555184,Stock,0.99962723,0.99962723,0.00026660,0.00010620
478,0,Stock,Stock,0.50530577,0.50530577,0.00141615,0.49327806,Stock,0.98617715,0.98617715,0.00113605,0.01268690,Stock,0.99997044,0.99997044,0.00001033,0.00001922,Stock,0.75070035,0.75070035,0.00148214,0.24781746,Stock,0.95998091,0.95998091,0.00215260,0.03786645,Stock,0.95389748,0.95389748,0.00169132,0.04441108,Stock,0.99987423,0.99987423,0.00007853,0.00004715
479,0,Stock,Stock,0.60785836,0.60785836,0.00123749,0.39090413,Stock,0.98569310,0.98569310,0.00059789,0.01370909,Stock,0.99981016,0.99981016,0.00003810,0.00015178,Stock,0.80125540,0.80125540,0.00084705,0.19789755,Stock,0.97637647,0.97637647,0.00153131,0.02209220,Stock,0.92851734,0.92851734,0.00136170,0.07012101,Stock,0.99961495,0.99961495,0.00027660,0.00010845
480,0,Stock,Stock,0.98888761,0.98888761,0.00103731,0.01007517,Stock,0.99917334,0.99917334,0.00022282,0.00060380,Stock,0.99993217,0.99993217,0.00002376,0.00004411,Stock,0.99194896,0.99194896,0.00080086,0.00725014,Stock,0.99812609,0.99812609,0.00018888,0.00168503,Stock,0.99828124,0.99828124,0.00021046,0.00150826,Stock,0.99855965,0.99855965,0.00106454,0.00037576
481,0,Stock,Stock,0.99654442,0.99654442,0.00030296,0.00315263,Stock,0.99973696,0.99973696,0.00010076,0.00016238,Stock,0.99999952,0.99999952,0.00000044,0.00000003,Stock,0.99908328,0.99908328,0.00008979,0.00082686,Stock,0.99934572,0.99934572,0.00002919,0.00062503,Stock,0.99941862,0.99941862,0.00002924,0.00055216,Stock,0.99999988,0.99999988,0.00000018,0.00000002
482,0,Stock,Stock,0.99908888,0.99908888,0.00001249,0.00089859,Stock,0.99951756,0.99951756,0.00021340,0.00026907,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99969864,0.99969864,0.00000642,0.00029497,Stock,0.99966860,0.99966860,0.00000347,0.00032791,Stock,0.99964285,0.99964285,0.00000429,0.00035285,Stock,0.99999988,0.99999988,0.00000009,0.00000000
483,0,Stock,Stock,0.99747723,0.99747723,0.00006172,0.00246108,Stock,0.99961925,0.99961925,0.00011499,0.00026573,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99957401,0.99957401,0.00001213,0.00041387,Stock,0.99948299,0.99948299,0.00000505,0.00051194,Stock,0.99942195,0.99942195,0.00001732,0.00056078,Stock,0.99999988,0.99999988,0.00000009,0.00000000
484,0,Stock,Stock,0.99744558,0.99744558,0.00006215,0.00249229,Stock,0.99962044,0.99962044,0.00011281,0.00026671,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99957401,0.99957401,0.00001213,0.00041387,Stock,0.99947816,0.99947816,0.00000500,0.00051689,Stock,0.99942410,0.99942410,0.00001720,0.00055879,Stock,0.99999988,0.99999988,0.00000009,0.00000000
485,0,Stock,Stock,0.99742031,0.99742031,0.00006269,0.00251702,Stock,0.99961925,0.99961925,0.00011387,0.00026683,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99957401,0.99957401,0.00001213,0.00041386,Stock,0.99950981,0.99950981,0.00000512,0.00048502,Stock,0.99944824,0.99944824,0.00001579,0.00053593,Stock,0.99999988,0.99999988,0.00000009,0.00000000
486,0,Stock,Stock,0.99893826,0.99893826,0.00001572,0.00104601,Stock,0.99918312,0.99918312,0.00030212,0.00051483,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99957401,0.99957401,0.00001213,0.00041386,Stock,0.99956089,0.99956089,0.00000563,0.00043345,Stock,0.99952877,0.99952877,0.00000893,0.00046229,Stock,0.99999976,0.99999976,0.00000021,0.00000000
487,0,Stock,Stock,0.99565268,0.99565268,0.00009696,0.00425028,Stock,0.99911755,0.99911755,0.00034571,0.00053674,Stock,1.00000000,1.00000000,0.00000004,0.00000001,Stock,0.99966121,0.99966121,0.00001802,0.00032080,Stock,0.99882478,0.99882478,0.00005439,0.00112083,Stock,0.99901986,0.99901986,0.00004725,0.00093280,Stock,0.99999988,0.99999988,0.00000010,0.00000000
488,0,Stock,Stock,0.99617851,0.99617851,0.00011207,0.00370942,Stock,0.99968183,0.99968183,0.00008537,0.00023287,Stock,0.99999988,0.99999988,0.00000007,0.00000004,Stock,0.99966145,0.99966145,0.00001802,0.00032060,Stock,0.99875677,0.99875677,0.00008166,0.00116158,Stock,0.99874192,0.99874192,0.00010891,0.00114922,Stock,1.00000000,1.00000000,0.00000004,0.00000000
489,0,Stock,Stock,0.99569845,0.99569845,0.00009656,0.00420508,Stock,0.99897385,0.99897385,0.00041103,0.00061510,Stock,1.00000000,1.00000000,0.00000002,0.00000001,Stock,0.99966121,0.99966121,0.00001802,0.00032078,Stock,0.99882871,0.99882871,0.00005442,0.00111693,Stock,0.99901879,0.99901879,0.00004665,0.00093446,Stock,0.99999988,0.99999988,0.00000011,0.00000000
490,0,Stock,Stock,0.99805319,0.99805319,0.00005521,0.00189167,Stock,0.99967384,0.99967384,0.00009019,0.00023598,Stock,1.00000000,1.00000000,0.00000001,0.00000000,Stock,0.99974090,0.99974090,0.00001835,0.00024079,Stock,0.99966121,0.99966121,0.00000567,0.00033304,Stock,0.99957341,0.99957341,0.00000879,0.00041782,Stock,1.00000000,1.00000000,0.00000005,0.00000000
491,0,Stock,Stock,0.99905175,0.99905175,0.00001673,0.00093161,Stock,0.99972051,0.99972051,0.00006302,0.00021642,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99982232,0.99982232,0.00000799,0.00016978,Stock,0.99968255,0.99968255,0.00000377,0.00031370,Stock,0.99970764,0.99970764,0.00000411,0.00028834,Stock,0.99999988,0.99999988,0.00000009,0.00000000
492,0,Stock,Stock,0.99905294,0.99905294,0.00001669,0.00093044,Stock,0.99972409,0.99972409,0.00006230,0.00021361,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99982053,0.99982053,0.00000810,0.00017137,Stock,0.99968255,0.99968255,0.00000377,0.00031372,Stock,0.99970645,0.99970645,0.00000420,0.00028931,Stock,0.99999988,0.99999988,0.00000009,0.00000000
493,0,Stock,Stock,0.99922168,0.99922168,0.00001621,0.00076212,Stock,0.99971813,0.99971813,0.00008414,0.00019769,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99973887,0.99973887,0.00001837,0.00024282,Stock,0.99932742,0.99932742,0.00002416,0.00064839,Stock,0.99909925,0.99909925,0.00003225,0.00086846,Stock,0.99999988,0.99999988,0.00000006,0.00000000
494,0,Stock,Stock,0.99925679,0.99925679,0.00001642,0.00072673,Stock,0.99971861,0.99971861,0.00008400,0.00019732,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99974006,0.99974006,0.00001838,0.00024161,Stock,0.99932611,0.99932611,0.00002410,0.00064989,Stock,0.99916923,0.99916923,0.00002681,0.00080400,Stock,0.99999988,0.99999988,0.00000006,0.00000000
495,0,Stock,Stock,0.99966633,0.99966633,0.00000480,0.00032894,Stock,0.99979728,0.99979728,0.00008211,0.00012056,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99982005,0.99982005,0.00000671,0.00017329,Stock,0.99989331,0.99989331,0.00000023,0.00010638,Stock,0.99970931,0.99970931,0.00000388,0.00028678,Stock,0.99999988,0.99999988,0.00000009,0.00000000
496,0,Stock,Stock,0.99972123,0.99972123,0.00000129,0.00027740,Stock,0.99988186,0.99988186,0.00008227,0.00003587,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99983776,0.99983776,0.00000325,0.00015897,Stock,0.99987674,0.99987674,0.00000042,0.00012292,Stock,0.99979752,0.99979752,0.00000224,0.00020026,Stock,0.99999988,0.99999988,0.00000009,0.00000000
497,0,Stock,Stock,0.62586969,0.62586969,0.08171552,0.29241481,Stock,0.58348507,0.58348507,0.40353149,0.01298340,Stock,0.99975246,0.99975246,0.00011946,0.00012814,Stock,0.99156815,0.99156815,0.00461515,0.00381673,Stock,0.99384850,0.99384850,0.00514960,0.00100191,Stock,0.99559975,0.99559975,0.00338439,0.00101584,Stock,0.99775606,0.99775606,0.00189697,0.00034692
498,0,Stock,Text,0.84183532,0.15775689,0.00040781,0.84183532,Stock,0.99975938,0.99975938,0.00012508,0.00011561,Stock,0.99999928,0.99999928,0.00000077,0.00000002,Stock,0.99932098,0.99932098,0.00000441,0.00067457,Stock,0.99997127,0.99997127,0.00000051,0.00002822,Stock,0.99997115,0.99997115,0.00000002,0.00002884,Stock,0.99996316,0.99996316,0.00001993,0.00001698
499,0,Stock,Stock,0.99988067,0.99988067,0.00000113,0.00011830,Stock,0.99392772,0.99392772,0.00017396,0.00589835,Stock,1.00000000,1.00000000,0.00000000,0.00000000,Stock,0.99971968,0.99971968,0.00000065,0.00027970,Stock,0.99988401,0.99988401,0.00000480,0.00011126,Stock,0.99990058,0.99990058,0.00000378,0.00009560,Stock,0.99991488,0.99991488,0.00001236,0.00007267
500,0,Stock,Text,0.90690166,0.09289489,0.00020346,0.90690166,Stock,0.96485585,0.96485585,0.00232615,0.03281801,Stock,0.99974257,0.99974257,0.00002429,0.00023310,Text,0.57323635,0.42561835,0.00114529,0.57323635,Stock,0.90791255,0.90791255,0.00222830,0.08985922,Stock,0.87450337,0.87450337,0.00185788,0.12363872,Stock,0.99997830,0.99997830,0.00000650,0.00001516
501,0,Stock,Stock,0.99928063,0.99928063,0.00000097,0.00071844,Stock,0.99977773,0.99977773,0.00008056,0.00014166,Stock,0.99999964,0.99999964,0.00000042,0.00000001,Stock,0.99989820,0.99989820,0.00000013,0.00010163,Stock,0.99999499,0.99999499,0.00000000,0.00000500,Stock,0.99999380,0.99999380,0.00000000,0.00000616,Stock,0.99988496,0.99988496,0.00007716,0.00003794
